-6.041993749146603143e+00	2.631107805584647075e-01	-2.952417638535104194e-02	2.707995805195128614e-01	2.839816451547515219e-02	2.921941493400205189e-02	-5.774129227733961270e-03	-6.967224653743607499e-02	-1.172104734201347004e-01	7.483864062165656965e-03	2.452682711238172997e-02
-5.515851152412269975e+00	2.142915527695223588e-01	-2.229438328415547788e-01	4.889178118895111669e-01	-2.009989679652992439e-02	1.912319244559432529e-01	-7.616814078717537573e-02	4.452081344828470733e-02	-6.343131348818524529e-02	2.817243669586492333e-02	7.526946384771484276e-03
-5.188548137444352726e+00	-7.573975916485900517e-02	2.105573830208002095e-01	1.287365455312750318e-01	3.305620590784789092e-01	7.803825237685716940e-03	1.078458919057873333e-01	1.195978912439259051e-01	5.732919826738258617e-02	-4.718937192427166520e-03	6.403147152926003116e-03
-5.234496035574258244e+00	-1.752569666560450934e-01	3.731118005850361796e-01	-1.757962402309850292e-01	8.627505211850350353e-02	6.208019000553915805e-04	8.381009317550477955e-02	5.482654955214839171e-02	1.386822962016416860e-01	4.827897549341899491e-02	-1.357477655697480155e-02
-4.147208709063372467e+00	-1.567470700438974018e-01	-1.145052798045402553e-01	4.708463338513428631e-02	3.716167029354361384e-02	-9.614137984864098985e-02	-5.193324866857178257e-02	6.162715760977594340e-03	-3.196880055098432621e-02	-1.161075109963178621e-02	1.019216824973379933e-02
-4.987230960552144765e+00	1.690205608704020979e-01	2.496983049780095443e-01	-2.172630257072008242e-01	-8.195376479852410634e-02	2.058585147486084732e-02	-1.398129330592989307e-02	1.089754408690870036e-01	5.624425126146119502e-02	1.904713542722372144e-02	-2.795983101349466815e-02
-4.375787285882898558e+00	-5.377715688757440660e-01	-3.516683928059692876e-01	2.393058557410665810e-01	1.053185081208192903e-01	-1.635978501814775582e-02	-2.124250219047486496e-02	6.300841545753242678e-02	-4.765805175070764177e-02	-1.301296295163249968e-02	-2.103717680851917293e-02
-4.681450637210399002e+00	-1.778743733335217125e-01	2.185537343975864633e-01	-1.956575354103282927e-01	3.755647481242585517e-02	-7.175559756450601567e-02	-6.245291647177522026e-02	4.029253302153129775e-03	-9.153505185586521126e-03	4.876878122633897250e-03	-3.012288074761952650e-02
-4.563687016343835445e+00	7.937179307903980893e-03	-6.016137243086820685e-02	-7.489279970092205252e-02	1.388439099300852256e-02	-2.213177217929713364e-02	-5.851544916689310760e-02	8.637651384750449912e-02	5.580885602598351786e-02	8.575337903436272557e-03	2.204570386548729277e-02
-1.583430271483880381e+00	-2.487163321288353712e-01	-1.099879043372824494e-01	8.737833586902384042e-02	7.243946856074649776e-02	6.901737351678605137e-02	-2.350770266044865595e-02	6.836330374687077382e-02	6.990203775233468954e-03	-4.428150462364608894e-03	1.174490227110543475e-02
-1.199371598960215612e+00	-1.794467922999272436e-02	-4.724054031919815988e-01	-4.753966375627369234e-01	9.523888946398118005e-02	-4.437093275204136850e-02	-1.459337986897486228e-01	1.107467630877349493e-02	5.089114552628631882e-02	-1.830247719444918000e-02	1.078957386172580774e-04
-9.827582716108455019e-01	-8.796814836308624042e-01	-8.006271970187307518e-01	-1.882264651501556474e-01	-7.828076654691621880e-03	4.711598564825307534e-02	-6.277112562385937788e-02	6.323857701431505329e-02	-2.984426249695628156e-02	-2.377756356318280057e-02	-1.070760578596931072e-02
-5.592844518524636932e+00	6.170151920084139263e-01	-4.876185576327047300e-01	7.200019645220183395e-02	-7.252270243211664247e-02	9.794462300586539993e-02	-1.175429243809490154e-01	5.248702147248212463e-02	-5.314321965978933450e-03	3.141131837670466977e-03	-6.225292764882020026e-03
-5.447550362353672071e+00	2.949587027731028765e-01	3.867724215386116327e-01	-3.336738582620722426e-01	-2.022499107091798101e-02	-6.162151484657803213e-02	-1.367078882020516389e-02	-3.947804734746838962e-02	-3.466671499853277855e-02	2.737096319293642541e-02	1.555883175821819349e-02
-5.834890580502146484e+00	3.372027417729878129e-01	5.595572139696044361e-02	-3.709040085767954797e-02	-2.150489802538713413e-01	9.866931290748710490e-03	1.562132005432608634e-02	4.067470686022640718e-03	-8.633675289509878947e-02	4.362475718567914579e-02	1.279308653635789078e-02
-4.188891746169403518e+00	-2.972056055907958960e-01	7.491056978147636602e-01	-4.446958139183399550e-01	-1.293414522322781646e-01	3.001078580189292348e-03	-2.998255073158068856e-02	4.815859714901433303e-02	9.538753789627492374e-02	-1.653703940916792861e-02	1.915257179449210423e-02
-1.672671872287625705e+00	-8.156000885659030475e-01	-2.712802654772382138e-01	-2.835931018780230017e-01	-2.288567888824732666e-01	-5.608356039020043378e-03	-1.433909970376287535e-01	4.364821650108208911e-02	6.914884243496288718e-02	8.885247966535727085e-03	-3.697601139679690570e-03
1.242409395993690246e+01	-3.052285848347017883e+00	-4.012712044587389837e-01	-6.990168562624760051e-01	1.843452943873393202e-01	-7.177819625735652742e-02	5.211561392654968233e-02	1.406118325632786936e-01	7.141068543317349859e-02	-2.499612125806913165e-02	-6.714431687203156231e-03
2.722470976220546390e+01	-5.698364946568664990e+00	-1.493158774572743708e+00	-1.527153484247996351e+00	2.263200840948140224e-01	-2.022722351278419539e-01	1.122109958445975109e-01	3.233896115311165609e-01	-1.154176509393504968e-01	2.751582718849202372e-02	-4.295156342697504376e-02
1.421977584754707280e+01	-3.300081404729032108e+00	-2.005471399457017689e+00	-7.961456058165337080e-01	2.988610272496702164e-02	-3.465725806311106827e-02	-1.430559314122046566e-01	2.339580334598609090e-01	-9.012808075225939297e-02	3.183550671688744477e-02	8.266691776704295988e-03
-1.568560354844793947e+00	-4.676170558675799560e-01	-6.866325992490682761e-01	-1.046504594061469506e-01	-1.358954982328362537e-01	-2.063969472236734312e-02	1.124835786558721178e-02	6.408853843655899774e-02	7.973589652611617895e-02	-1.226287186527870963e-02	3.114673527820021812e-02
-5.841848238385699332e+00	2.927006646618808827e-01	-4.025976238259065254e-01	-2.370030256830936710e-01	-2.939510307052416449e-01	-8.471118215342866853e-02	-2.839353143390106055e-02	3.269701658899666630e-02	4.108300384337392613e-02	1.972993037945339895e-02	1.974800386998602948e-03
-4.461955397265607637e+00	-1.594639063235749887e-01	5.111060744884510232e-02	-3.103288570423952675e-01	2.435505359283701016e-02	5.398463389257834172e-02	-3.213442625855726653e-02	1.261008515127691292e-02	1.792536833020634199e-02	-1.988710097053347087e-02	2.944211870132753747e-02
