2.290000000000000000e+02	1.950000000000000000e+02	1.447390609108742919e-02	4.087964531848882754e-01	4.582829517080404536e-01	1.774521182126490570e-01	5.367182180176119921e-01	4.189980537276998679e-02	1.831321776623943270e-02	-8.692760458707204929e-02	1.774628484583956611e-02	-1.472084518944289863e-02	8.246137274955955832e-02	5.306346903254552383e-02	4.390000000000000000e+02	3.500000000000000000e+01
2.300000000000000000e+02	1.950000000000000000e+02	5.164616091087427877e-03	6.830875531848883409e-01	6.818924517080405812e-01	1.977953182126491738e-01	8.434108180176118630e-01	2.782752372769990538e-03	-2.504124223376057168e-02	-4.085240458707204564e-02	2.160132248458395687e-01	-2.858418618944289641e-02	3.893309274955956967e-02	1.810205690325455141e-01	4.400000000000000000e+02	3.500000000000000000e+01
2.320000000000000000e+02	1.950000000000000000e+02	2.169353609108742864e-02	2.750951531848882525e-01	7.492524517080404456e-01	4.045903182126490139e-01	4.952358180176119062e-01	2.248589537276999076e-02	2.362721776623943198e-02	2.151916154129279446e-01	6.777191484583956760e-02	4.332329481055710585e-02	2.501724274955957616e-02	-2.084401309674544789e-01	4.410000000000000000e+02	3.500000000000000000e+01
2.280000000000000000e+02	1.960000000000000000e+02	3.151513609108742842e-02	1.196857531848882217e-01	7.277064517080403805e-01	5.328471182126490735e-01	1.544368180176119432e-01	-1.405977062723001020e-02	-5.556378223376056552e-02	2.062222154129279561e-01	5.707311484583955929e-02	5.677637481055709812e-02	8.738867274955956777e-02	-6.047490967454480226e-03	4.530000000000000000e+02	3.500000000000000000e+01
2.300000000000000000e+02	1.960000000000000000e+02	-3.361272908912572160e-03	7.677722531848882870e-01	1.153156451708040375e+00	7.713011182126490173e-01	6.868851180176118731e-01	7.807495372769990456e-03	1.249088776623943041e-02	8.758605412927956621e-03	8.523614845839563858e-03	1.826803348105570934e-01	1.099600727495595870e-01	1.499666690325454910e-01	4.540000000000000000e+02	3.500000000000000000e+01
2.310000000000000000e+02	1.960000000000000000e+02	3.969516609108742627e-02	3.525068531848882247e-01	8.672784517080404099e-01	9.150211182126490872e-01	4.737894180176119296e-01	-6.590885427230009502e-03	2.019737766239431895e-03	1.354094154129279470e-01	1.249773248458395797e-01	1.260386348105571042e-01	4.954254274955957604e-02	2.696920690325455006e-01	4.550000000000000000e+02	3.500000000000000000e+01
2.320000000000000000e+02	1.960000000000000000e+02	2.660006609108742787e-02	9.345672531848883136e-01	1.079657451708040394e+00	2.754920182126491257e-01	5.009096180176120239e-01	-7.177680627230009769e-03	3.525440776623943451e-02	4.953140541292795629e-02	6.999284484583956356e-02	1.123815348105570988e-01	5.436232274955957178e-02	1.908436903254552564e-02	4.560000000000000000e+02	3.500000000000000000e+01
2.270000000000000000e+02	1.970000000000000000e+02	3.286368609108742539e-02	3.589969531848881679e-01	9.325504517080404066e-01	7.368161182126491404e-01	3.098998180176119610e-01	-1.575728662723000981e-02	1.044425776623942974e-02	1.135306541292795644e-02	3.297152484583956711e-02	1.643758348105571199e-01	8.421557274955956962e-02	8.106776903254550581e-02	4.680000000000000000e+02	3.500000000000000000e+01
2.280000000000000000e+02	1.970000000000000000e+02	9.110186091087426816e-03	7.173988531848882744e-01	1.045924451708040603e+00	8.617881182126492234e-01	6.292303180176119781e-01	3.037217537276998974e-02	-1.152441233760570505e-03	1.239316154129279507e-01	1.326383248458395947e-01	2.004924348105571186e-01	9.948947274955956266e-02	2.053813690325454744e-01	4.690000000000000000e+02	3.500000000000000000e+01
2.290000000000000000e+02	1.970000000000000000e+02	6.649343609108743225e-02	1.210800253184888264e+00	2.162364451708040480e+00	1.742147118212648893e+00	1.536760818017611996e+00	7.432799537277000324e-02	7.077021776623942939e-02	1.635946154129279684e-01	2.401722248458394993e-01	2.164418348105571210e-01	2.428180727495595215e-01	4.236002690325455511e-01	4.700000000000000000e+02	3.500000000000000000e+01
